日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/01/02,"14,945,219","1,121,673,328",75.00,75.40,74.70,75.0,-0.80,"3,402"
101/01/03,"21,223,640","1,605,206,995",75.50,75.90,75.20,75.7,+0.70,"5,659"
101/01/04,"34,126,472","2,584,467,506",76.10,76.10,75.50,75.8,+0.10,"7,311"
101/01/05,"28,076,670","2,126,987,204",76.00,76.00,75.30,76.0,+0.20,"7,053"
101/01/06,"30,123,118","2,269,477,313",75.90,75.90,74.90,75.6,-0.40,"7,701"
101/01/09,"27,655,856","2,074,522,035",75.20,75.60,74.60,75.6, 0.00,"5,106"
101/01/10,"62,064,369","4,729,115,971",76.00,76.50,75.80,76.5,+0.90,"14,505"
101/01/11,"44,295,291","3,388,935,115",76.80,77.00,76.10,76.5, 0.00,"9,749"
101/01/12,"55,520,616","4,267,531,914",76.70,77.10,76.50,77.0,+0.50,"14,357"
101/01/13,"57,757,708","4,483,256,615",77.20,78.00,77.00,77.5,+0.50,"15,399"
101/01/16,"37,711,367","2,844,327,425",76.10,76.90,74.60,75.3,-2.20,"10,092"
101/01/17,"43,995,131","3,316,458,851",75.90,75.90,74.90,75.6,+0.30,"9,194"
101/01/18,"57,181,592","4,356,043,463",75.90,76.70,75.60,76.7,+1.10,"13,544"
101/01/30,"147,548,010","11,573,235,542",78.00,79.50,77.20,78.7,+2.00,"22,750"
101/01/31,"87,917,010","6,835,437,530",78.10,78.50,76.30,78.5,-0.20,"12,126"
101/02/01,"47,222,153","3,635,636,754",77.50,77.70,76.70,77.0,-1.50,"11,945"
101/02/02,"54,065,648","4,139,408,266",77.50,77.50,76.10,76.8,-0.20,"13,604"
101/02/03,"49,361,665","3,748,745,031",76.30,76.40,75.60,76.2,-0.60,"12,987"
101/02/04,"22,960,601","1,751,843,427",76.40,76.70,76.00,76.5,+0.30,"6,273"
101/02/06,"47,596,035","3,677,167,919",77.30,77.50,76.60,77.4,+0.90,"12,277"
101/02/07,"30,008,591","2,317,938,563",77.50,77.50,76.80,77.4, 0.00,"6,097"
101/02/08,"35,600,596","2,750,530,815",77.50,77.50,76.90,77.5,+0.10,"9,080"
101/02/09,"70,988,148","5,478,463,961",77.00,78.00,76.50,78.0,+0.50,"13,075"
101/02/10,"47,270,213","3,664,264,682",78.00,78.00,76.70,76.9,-1.10,"10,331"
101/02/13,"36,415,470","2,786,463,230",76.40,77.10,76.20,76.6,-0.30,"9,645"
101/02/14,"42,110,292","3,233,673,684",77.10,77.40,76.20,77.3,+0.70,"9,112"
101/02/15,"71,500,425","5,588,585,195",77.60,78.50,77.60,78.5,+1.20,"15,396"
101/02/16,"59,907,015","4,698,031,555",78.50,78.90,78.00,78.5, 0.00,"11,614"
101/02/17,"78,979,635","6,309,497,471",79.50,81.10,79.40,80.0,+1.50,"14,200"
101/02/20,"31,810,729","2,546,630,759",80.60,80.80,79.70,80.0, 0.00,"6,826"
101/02/21,"28,138,010","2,246,058,190",80.00,80.00,79.30,80.0, 0.00,"7,394"
101/02/22,"41,142,793","3,272,417,484",79.90,80.00,79.00,79.7,-0.30,"9,208"
101/02/23,"59,975,057","4,682,232,446",79.00,79.40,77.70,78.1,-1.60,"14,125"
101/02/24,"41,026,074","3,210,715,319",77.50,79.10,77.20,79.1,+1.00,"8,549"
101/02/29,"78,339,188","6,287,743,759",80.20,81.10,79.40,81.1,+2.00,"18,172"
101/03/01,"21,239,827","1,710,833,901",81.00,81.00,80.10,80.1,-1.00,"6,032"
101/03/02,"23,912,512","1,903,984,572",80.00,80.10,79.20,80.0,-0.10,"7,219"
101/03/03,"7,341,542","582,164,539",79.10,79.60,79.10,79.3,-0.70,"2,856"
101/03/05,"22,825,263","1,800,269,666",78.70,79.60,78.50,78.9,-0.40,"7,120"
