日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/01/02,"18,055,269","4,188,555,408",231.50,232.50,231.00,232.5,+3.00,"9,954"
107/01/03,"31,706,091","7,504,382,512",236.00,238.00,235.50,237.0,+4.50,"13,633"
107/01/04,"29,179,613","6,963,192,636",240.00,240.00,236.50,239.5,+2.50,"10,953"
107/01/05,"23,721,255","5,681,934,695",240.00,240.00,238.00,240.0,+0.50,"8,659"
107/01/08,"21,846,692","5,281,823,362",242.00,242.50,240.50,242.0,+2.00,"10,251"
107/01/09,"19,043,123","4,588,314,012",242.00,242.00,239.50,242.0, 0.00,"7,124"
107/01/10,"25,716,220","6,118,683,273",241.50,242.00,236.00,236.5,-5.50,"10,534"
107/01/11,"32,070,338","7,500,674,455",235.00,236.00,232.50,235.0,-1.50,"9,199"
107/01/12,"23,141,291","5,463,302,207",234.50,238.00,233.50,237.0,+2.00,"7,905"
107/01/15,"28,576,533","6,832,851,887",240.00,240.00,238.00,240.0,+3.00,"9,756"
107/01/16,"23,407,632","5,609,009,540",240.00,240.50,238.00,240.5,+0.50,"8,156"
107/01/17,"38,118,119","9,207,582,787",240.50,243.00,239.00,242.0,+1.50,"12,593"
107/01/18,"50,119,952","12,406,562,364",245.00,250.00,245.00,248.5,+6.50,"19,482"
107/01/19,"55,061,292","13,975,174,348",253.50,255.50,251.50,255.5,+7.00,"18,801"
107/01/22,"45,907,509","11,934,882,643",257.50,262.00,257.00,261.5,+6.00,"13,558"
107/01/23,"34,606,444","9,155,080,569",262.50,266.00,262.50,266.0,+4.50,"13,993"
107/01/24,"42,600,813","11,022,372,004",263.00,263.00,256.50,258.0,-8.00,"17,287"
107/01/25,"46,214,756","11,981,089,514",258.00,264.00,256.50,258.0, 0.00,"15,826"
107/01/26,"43,514,523","11,101,977,348",256.50,257.50,253.50,255.0,-3.00,"12,821"
107/01/29,"31,306,234","8,067,780,117",259.00,261.50,255.00,258.5,+3.50,"12,211"
